20.471,9.3554,-1
18.653,8.9772,-1
17.893,10.591,-1
19.33,7.9612,-1
23.494,12.731,-1
26.228,10.601,-1
19.032,4.2796,-1
17.007,10.461,-1
16.92,16.366,-1
19.098,15.487,-1
17.037,15.786,-1
23.503,8.6246,-1
20.226,7.9982,-1
17.001,5.9935,-1
23.151,14.156,-1
18.11,7.2612,-1
25.097,10.128,-1
18.499,11.984,-1
18.623,13.69,-1
20.337,9.5205,-1
18.729,6.9162,-1
23.241,15.833,-1
19.929,9.8887,-1
15.666,2.7245,-1
17.259,9.5793,-1
25.321,11.155,-1
14.698,9.1589,-1
20.999,7.6896,-1
23.516,8.9022,-1
22.353,15.463,-1
21.186,11.309,-1
18.528,6.9582,-1
17.596,11.625,-1
19.331,6.4879,-1
20.838,9.4382,-1
22.472,12.116,-1
23.382,13.293,-1
18.592,6.623,-1
17.295,13.494,-1
21.589,7.2053,-1
23.657,14.771,-1
16.223,12.452,-1
24.873,8.7624,-1
21.647,5.1805,-1
19.06,5.6893,-1
15.407,17.538,-1
18.972,10.79,-1
20.874,8.9412,-1
24.518,15.677,-1
17.592,9.6784,-1
22.02,5.6129,-1
15.719,7.6624,-1
21.565,10.85,-1
17.14,5.488,-1
20.39,10.431,-1
26.028,9.0065,-1
17.851,7.5029,-1
24.585,5.3867,-1
20.802,9.5125,-1
16.56,7.597,-1
26.425,6.995,-1
18.471,9.5138,-1
26.216,6.6983,-1
19.055,14.871,-1
18.881,11.768,-1
19.879,10.07,-1
16.599,3.1624,-1
21.751,13.944,-1
21.442,10.216,-1
19.898,5.9314,-1
22.272,11.777,-1
16.472,10.2,-1
20.409,6.6247,-1
25.37,5.1203,-1
12.647,4.2439,-1
22.406,10.86,-1
21.689,4.5329,-1
20.479,10.055,-1
23.386,10.105,-1
20.978,13.277,-1
22.322,7.7355,-1
20.752,13.203,-1
21.4,10.961,-1
22.236,10.79,-1
19.866,9.1352,-1
26.102,9.163,-1
18.846,6.9934,-1
18.183,14.683,-1
18.816,13.188,-1
17.069,9.288,-1
16.956,9.813,-1
17.367,9.3851,-1
18.671,11.646,-1
19.041,5.3298,-1
18.65,8.7555,-1
18.951,6.3364,-1
22.279,7.5221,-1
19.156,8.5938,-1
23.292,10.623,-1
17.556,12.057,-1
21.839,6.2684,-1
18.324,10.314,-1
23.771,13.1,-1
18.452,12.927,-1
18.955,6.2279,-1
21.483,11.629,-1
19.394,12.625,-1
16.889,9.0892,-1
22.892,10.313,-1
22.371,12.401,-1
14.367,12.944,-1
22.312,7.6087,-1
17.356,8.3459,-1
21.634,6.6954,-1
17.663,12.939,-1
16.566,1.6164,-1
13.93,9.191,-1
21.882,9.322,-1
